"","osk_d7-b_c11","osk_d7-b_c13","osk_d7-b_c17","osk_d7-b_c22","osk_d7-b_c23","osk_d7-b_c24","osk_d7-b_c30","osk_d7-b_c31","osk_d7-b_c37","osk_d7-b_c38","osk_d7-b_c39","osk_d7-b_c40","osk_d7-b_c41","osk_d7-b_c45","osk_d7-b_c48","osk_d7-b_c57","osk_d7-b_c62","osk_d7-b_c64","osk_d7-b_c67","osk_d7-b_c72","osk_d7-b_c74","osk_d7-b_c75","osk_d7-b_c82","osk_d7-b_c84","osk_d7-b_c86","osk_d7-b_c89","osk_d7-b_c92","osk_d7-b_c93","osk_d7-b_c94","osk_d7-b_c95","osk_d7-b_c96","osk_d7_c01","osk_d7_c04","osk_d7_c05","osk_d7_c07","osk_d7_c09","osk_d7_c11","osk_d7_c15","osk_d7_c26","osk_d7_c29","osk_d7_c30","osk_d7_c31","osk_d7_c33","osk_d7_c36","osk_d7_c39","osk_d7_c41","osk_d7_c44","osk_d7_c45","osk_d7_c49","osk_d7_c51","osk_d7_c53","osk_d7_c56","osk_d7_c57","osk_d7_c58","osk_d7_c60","osk_d7_c61","osk_d7_c62","osk_d7_c63","osk_d7_c64","osk_d7_c65","osk_d7_c66","osk_d7_c68","osk_d7_c71","osk_d7_c72","osk_d7_c73","osk_d7_c74","osk_d7_c75","osk_d7_c76","osk_d7_c77","osk_d7_c78","osk_d7_c80","osk_d7_c81","osk_d7_c82","osk_d7_c83","osk_d7_c85","osk_d7_c86","osk_d7_c91","osk_d7_c93"
"Saysd1",0,0.39,49.12,9.88,56.69,0,0,0,0.65,30.83,43.3,0,0,47.03,0,0,14.4,0,1.03,1.2,5.92,25.73,2.99,0,110.86,0,0,5.67,0,16.49,14.33,5.08,0.72,12.74,0.34,0.67,0.67,1.46,2,19.24,0,209.32,1.88,25.06,0,26.05,14.8,0,4.43,4.5,13.54,4.27,0.29,19.71,0,6.91,0.2,26.66,1.88,0.27,3.29,0,37.74,41.08,0,32.13,0.73,120.28,0.66,23.36,13.08,34.09,8.57,0.48,0.71,6.17,12.58,0
"Tubb2b",0.45,0,137.56,0,0,0,0,0,0,102.34,5.84,0.59,0,0.97,1.76,0,0,0,0,49.72,0.46,0,20.67,5.54,241.56,0,0,7.94,0.87,0,0,92.09,51.18,4.84,12.26,1.11,0,10.34,7.78,2.19,26.88,0,2.74,3.81,5.63,32.27,0,2.87,10.99,2.18,1.06,16.55,63.26,0,0.23,50.96,4.81,7.73,0,0,0,0,3.16,0,5.84,51.09,12.51,0,0.4,35.23,288.64,14.56,2.04,0,0,4.68,11.9,13.83
"Bola3",31.19,0,0,0,11.11,4.58,0,0,0,0,61.84,0,6.93,58.6,65,0,3.58,0,4.19,70.88,0,0,2.79,147.37,0,27.73,0,115.27,8.35,0,51.74,27.27,137.56,61.66,0,181.75,0,34.66,0,67.72,0,361.56,0,0,4.19,18.98,20.48,0,3.14,34.61,70.7,49.16,157.62,0,14.02,9.2,95.46,0,0,3.66,0,3.8,10.32,23.95,10.06,30.68,0,0,5.57,4.84,26.93,24.01,10.28,0,4.72,0,170.15,406.98
"AI467606",0,0,0,0,1.27,0,0,0,0,0,0,0,0,19.94,108.87,19.96,0,0,0,0,11.7,0.61,1.56,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.16,0,0,67.83,0,3.49,0,68.99,0,0,0,0,0,11.68,74.06,0,0,41.14,0,0,25.34,0,19.77,0,0,0,0,0
"Shroom2",0.63,194.06,97.33,0.71,32.29,950.68,0,131.89,0.24,0,56.04,0.19,0,0.75,11.77,0,0,0.79,0,0,0,8.3,98.71,0,0,0,20.02,0,36.02,129.38,0.43,4.87,24.26,0.62,18.5,87.73,2.84,164.07,60.53,37.48,154.41,22.56,11.13,27.29,62.87,4.1,41.35,2.64,0.11,18.57,1.32,0,28.32,208.8,108.51,7.53,14.5,1,0,2.91,0,0,0.22,0,0,0.42,5.07,0.09,4.87,2.5,3.01,17.31,53.03,13.96,87.62,6.76,9.03,0.22
"Cirbp",5.3,0,0,0,0,0,1.22,10.69,0,8.72,0,0.73,0,29.52,48.97,0,0,0,29.5,35.2,8.96,127.76,0,0,0,0,206.41,91.38,0,0,42.18,7.79,14.4,0,75.04,0,484.25,0,4.3,2.91,0,0,0,4.69,0.71,59.04,19.7,0,0,0,0,46.88,0,0,0,10.62,0.58,0,2.78,0,0,0,0,0.57,0,0,0,0,21.05,37.62,0,11.49,0,20.59,0.65,10.77,4.69,6.2
"Dpy19l4",3.32,55.68,0,12.42,0,0,0,5.05,0,12.35,0,0,0,0,0,0,0,6.03,43.73,0,0,0,39.76,0,0,22.04,0,11.06,222.41,10.88,0,56.47,75,0,80.07,2.37,0,0,17.26,15.11,17.28,0,0,0,2.28,0,1.45,0,95.3,17.98,29.5,10.04,0.51,3.24,0,0,0,0.81,1.19,18.82,0,57.49,1.8,4.11,0,0,0,0,3.59,0.61,4.5,98.98,0,4.12,0,0,24.47,30.03
"Vcpip1",0.55,30.86,0,0,0.38,84.11,8.21,6.09,33.57,0.69,0,2.95,13.43,0.14,2.7,0.1,0.71,0,1.68,0.56,0.21,0,4.65,0,0,11.19,0,0,0,0.41,3.41,0,20.27,1,19.43,1.95,0,0.27,0.13,0,4.92,7.72,16.64,7.11,1.72,0,0,0,0,0,0.17,0.04,0.26,0,0.29,28.22,0.21,5.49,0,0.79,21.68,0,11.29,0.41,1.71,0,0,2.63,0,14.78,13.76,12.07,24.41,0,0.31,0.34,2.79,0
"Nudt18",0.19,0.23,45.09,0,0,0.66,0,84.43,0,0,0.21,0.23,0,2.91,0.54,0,0.18,21.95,0,0.24,0,0,0,2.45,0,14.42,0,4.65,0,13.95,0.25,0.93,17.19,0.26,0,0,0.93,0.15,0,0,0.19,50.31,0,9.96,0,0,0.17,0.19,0,0,2.26,0.23,0,73.01,0,0,0.09,0,0.26,0,0,0,0,0,2.84,0,0,0,1.37,0.8,28.97,0,5.82,11.56,3.16,0.55,0.17,3.29
"Hs6st1",0.19,73.45,19.73,0,67.49,0,0,10.45,78.63,0,18.6,0,8.64,0.39,2.72,0,0.18,0,0.61,0,0,0,36.18,0.35,0,0,0,0.96,14.88,2.23,0,5.45,2.86,27.6,11.17,0.66,52.39,1.76,4.04,0.8,1.32,0,0,16.42,96.59,0,0.85,4.55,50.3,0,10.13,11.34,38.26,12.97,2.48,1,0,0,0,4.87,0,0,0,13.94,37.97,52.88,9.58,24.96,34.01,70.17,1.85,45.72,37.69,5.91,8.01,0,91.43,22.03
"1110012L19Rik",1.48,82.69,0,0,0,36.91,0,0,369.51,5.2,64.89,0,7.88,83.65,109.13,0,2.79,0,46.01,7.51,19.46,0,0,0,0,0,0,0,0,0,13,0,0,0,5.57,0,2.06,0,80.13,0,0,0,0,3.35,2.65,125.32,122.42,0,14.5,0,55.5,99.3,0,0.53,0,45.88,11.89,0,0,0,0,0,12.09,136.96,0,29.9,0,0,0,0,27.33,157.74,104.05,0,11.24,79.67,18.21,0
"Med26",0,0,0.91,0.36,0,0,0,0,0.31,91.68,17.83,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,1.77,0.16,0,0,0,0,0,33.64,0,0,0.82,0,0,1.03,60.41,0,0,0.17,0,0.14,0,0,0,0,0,61.55,0,0.18,0,35.2,0,0,0,56.59,0,0,0,78.7,0.42,0,0,0,0,21.45,0,0.31
"Zfp688",0,2.04,0,0,0,0,0,2.1,0,4.9,0,0,39.08,0,6.33,1.14,0,0,2.66,0,3.28,0,0,1.51,0,0,0,5.16,0,0,0,17.21,0,0,1.15,0,0,0,0,123.56,0,31.58,0,0,0,9.51,0,0,51.33,5.7,33.94,0,0,1.15,0,0,97.95,0,51.43,2.98,23.97,0,10.38,6.94,1.5,0,23.66,0,0,107.25,17.03,12.41,0,0,44.42,98.65,0,0
"Zfp574",1.17,0,0,0,0,59.27,0,0,0,0.33,0,0,0,0,0,0,0,0,0,2.35,0,0,5.57,0,0,0,0,0,0,0.5,0,0,0,11.76,0,74.2,0,0.13,0,0,0,0,0,0,0,46.93,0,90.32,0,0,21.25,19.22,3.19,102.71,0,1.27,0,0,0,0,90.38,31.3,15.52,1,2.7,0,0.19,1.45,0,18.48,1.65,2.27,0,0,11.68,0,0.75,0
"Morn2",0,3.65,0,0,0,0,0,0,0,12.15,5.18,0,0,6.38,101.57,6.36,0,0,7.39,58.47,6.02,0,0,0,609.64,2.68,0,0,0,0,18.33,26.93,0,0,29.57,51.24,0,0,53.96,4.48,0,55.1,0,125.1,68.29,13.9,0,0,89.76,0,9.63,71.9,35.08,0,197.28,0,235.76,163.85,95.07,30.98,491.87,0,87.13,10.98,0,72.34,89.79,0,22.43,114.96,135.57,31.12,102.99,49.39,0,256.5,2.55,1.85
"Zfp691",0,1.73,0,6.7,4.71,14.37,1.96,16.04,1.94,10.47,1.62,2.34,8.82,9.9,0.69,14.04,0,34.62,8.55,5.45,5.31,0,10.33,0,10.09,3.34,13.72,3.68,0,0,1.93,8.99,5.84,5.52,0.78,3.84,0,6.69,1.31,6.5,0,0,0,8.69,24.88,0,0,0.24,1.57,0,9.54,3.8,7.34,0,2.67,0,21.48,11.3,5.14,0,12.83,0,6.76,3.71,0,0.43,0,0,1.48,5.49,0.42,2.94,1.87,0,0,6.45,17.33,0
"Dcaf12l1",0,0,0,1.26,0,0,0,0,0,0,0,0,0,1.86,70.76,0,3.18,0,33.58,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0.15,7.02,0,0,0,0,0,0,0,0,0,4.17,12.39,0,0,0,0,17.21,0,0,33.89,137.11,0
"E330021D16Rik",14.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.92,0,0,0,0,0,0,19.5,0,0,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0.75,0,11.79,0,0,0,0,10.8,0
"Insig1",249.79,458.59,78.26,21.97,190.79,676.72,28.39,2.4,459.31,89.06,152.18,258.07,58.91,99.27,42.92,757.5,29.51,530.9,51.24,95.58,313.89,168.68,3.21,289.11,145.42,69.36,603.67,274.21,366.04,557.02,87.11,172.84,146.62,295.89,241.85,87.56,192.23,676.36,65.01,324.74,1577,0,132.15,345.4,78.18,210.65,551.19,535.2,229.77,808.51,276.5,87,136.08,202.85,274.4,123.94,28.93,259.63,811.46,351.96,221.28,68.88,61.09,74.88,128.23,336.65,62.94,345.69,78.9,65.11,253.6,155.99,231.91,1617.84,541.57,788.89,62.48,475.49
"Preb",0,0,2.11,0,5.61,252.7,0,13.88,0,0,11.03,0,0,23.3,141.68,0.56,0.38,171.21,0.65,25.46,232.34,0,4.29,0,1.72,1.39,0,36.13,0,0,18.59,13.33,91.31,5.14,0,0,0.84,0,0,0.42,23.38,2.68,0,95.68,0,9.87,29.23,0,87.66,0,11.13,0.09,1.1,0,198.99,0,0.97,0,0,0,0,629.04,0,24.13,4.83,0,0,191.93,10.69,55.98,7.86,20.04,197.28,0,0,0,10.12,279.47
"Lhfpl2",0,0,0,0,0,0,0,1.49,0,12.45,0.19,137.26,0,0,0,0,0,6.78,0,0,2.84,0.31,3.11,0,0,0,0,0,11.33,0,0,5.02,0,0,7.15,0,0,0,9.11,2.54,0,0,0,0.25,0,49.36,0,0,6.84,0,38.44,0,0,0,0,0,0,0,0,0,0,0,50.64,12.58,0,0,0,0,38.63,0,0,28.68,0,165.05,58.77,0,0.39,5.22
"Fahd1",0,0,152.76,0,0,0,0,0.71,0,9.87,0,0,0,52.48,0,0,46.88,0,23.25,274.81,1.66,67.2,0,0,0,5.78,0,0,10.71,0,0,0,0,5.59,1.19,172.9,0,0,0,71.1,0,0,7.03,0,175.62,0,0,0,1.8,0,0,5.03,0,0,0,0,0,0,0,2.9,0,0,0,32.4,91.09,0.5,0,76.6,8.47,66.46,0,0,0,0,0,41.69,0.97,0
"Tmem88",0,0,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6,0,0,0.91,0,0,0,0,0,0,0,0.34,0,0.34,0,0,1.04,0,0,0,0,0,0,2.22,16.45,0,0,0,176,0,0,0.92,0,0,0,0,0,0,0.33,27.53,0,0,21.13,11.07,0,0,0,0,0,0,18.39,0,0,85.29,0,0,4.01,0
"Cxcr4",28.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,19.43,0,0.87,0,27.41,0,0,0.5,0,0,31.17,0,0,0,0,8.61,0,0,0,0,0,0.56,1.25,9.97,2.9,0,0,0,0,0,0,0,2.6,0,0,10.16,19.18,20.06,0,0,0
"Epcam",115.45,9.56,225.04,230.5,22.89,0,0,0,3.41,85.98,32.47,7.48,29.39,7.81,50.54,0,5.73,115.52,0,9.59,10.19,26.95,412.94,10.04,773.17,0,0,15.38,881.61,0,90.84,315.1,479.24,97.75,115.66,273.21,53.16,80.04,110.96,399.61,298.28,7.29,0,133.6,359.57,108.92,26.57,658.11,61.41,144.95,44.42,164.84,521.2,103.28,43.25,35.56,100.97,185.8,685.63,116.8,53.21,327.87,41.46,91.21,140.78,79.25,0,153.79,389.59,62.76,163.55,62.04,122.64,156.61,268.49,82.54,211.91,261.05
"Trim39",7.54,0,0,0,0,0,0,0,0,0,0,149.08,0,0,5.58,0,33.41,59.62,0,0,3.02,0,72.48,0,0,31,0,88.5,0,0,0,11.55,0.23,0,0.02,36.83,0,26.73,0,0,1.95,0,0,1.5,0,3.82,5.55,49.9,0.34,58.57,0.18,4.49,97.09,0.66,0,64.85,0,53.37,21.84,0.32,0,0.26,0,0,1.24,0.35,0,0,78.24,0.31,0.22,120.63,60.5,0,80.43,0,17.59,0
"Akr1e1",0.21,11.01,95.8,0,416.72,51.73,0,0.56,20.33,12.75,74.48,186.38,0,54.82,0,200.38,0.6,406.24,102.91,455.12,0,0,5.95,0,4.59,0.75,0,0,0,0,18.44,103.91,93.33,243.76,0,0.52,0,0,0.46,13.71,0,0,0,0,106.84,0.24,172.23,0.32,0,0.46,131.44,0,0,1.12,127.68,37.31,0,0,282.27,0.17,0,0,0.26,148.49,188.94,32.85,29.01,4.27,0,0.46,98.99,158.92,10.37,0,0,236.9,0.38,1.98
"2410002F23Rik",158.99,0,1.92,9.29,474.31,0,0,5.76,10.56,7.82,121.15,0,0,42.28,103.41,4.34,0.7,4.89,0,0,88.06,356.36,1.66,13.82,0,0,0,5.08,0,3.3,5.99,131.48,46.15,0.92,50.87,232.05,439.12,3.47,66.13,0,0,3.23,169.87,47.15,209.77,48.07,0,0,3.76,1.58,49.44,99.03,395.04,0,9.57,141.72,133.69,2.75,33.96,161.55,0,0,0,22.53,16.73,109.49,12.34,0,144.26,73.52,49.88,8.16,7.34,0,0,232.5,271.04,0
"1190002N15Rik",0,0,0,0,0,0,0,0,0,7.18,0,0,0,0.18,0.25,0,0.66,0,15.75,0,46.1,0,0,17.42,0,53.76,0,3.31,3.42,0,3.07,1.62,0,0,0,0,0,0,35.29,33.25,0,21.45,0,0,0.22,0,17.47,27.67,0.58,0,7.13,21.83,0,0,7.42,0,0,0.16,0,41.26,0.12,0,4.87,0,0,0,0,0,0,0,19.43,68.42,0,0,0.59,0,3.48,105.35
"Hnrnph2",0.31,11.37,26.75,178.07,51.5,169.87,0,7.28,28.77,248.48,19.4,90.69,0,2.62,84.53,191.23,34.08,138.02,123.38,143.83,267.32,2.99,13.09,219.04,265.59,15.3,506.63,117.67,147.53,123.36,4.62,10.78,58.39,80.32,304.78,0.36,134.72,76.67,72.22,0.99,136.37,222.73,20.66,112.09,215.23,163.67,72.63,201.59,222.01,0,73.29,231.79,1.14,104.31,12.55,51.55,13.37,173.14,186.63,2.48,147.2,116.54,58.52,48.65,102.69,62.22,172.05,216.2,130.98,171.09,60.79,725.56,71.29,194.36,87.7,0,106.02,188.5
"Tmem60",44.69,161.12,41.67,4.36,235.4,770.94,219.49,190.85,0,2.1,4.77,0,103.05,78.87,197.72,330.33,184.9,427.13,89.1,181.71,286.95,0,51.37,0,400.28,213.21,197.56,223.81,120.05,0,227.43,137.23,61.37,9.46,118.93,156.45,0,110.96,81.53,42.81,0.69,149.13,0,56.92,25.12,54.38,12.8,76.93,0,26.54,111.1,49.29,217.21,180.55,66.79,0,0.34,19.02,1.41,247.57,0.48,373.69,1.63,46.33,121.41,1.26,0,143.04,22.92,8.72,140.23,54.23,120.15,36.81,10.64,26.02,26.43,0.91
"Cox19",12.19,0,64.83,3.2,82.87,0,7.24,0,0,0.58,40.89,0,10.4,59.84,113.49,96.22,0.55,0,36.63,0,10.1,0.47,7.5,0,127.22,43.14,101.92,19.87,0,617.15,2.21,80.76,28.58,35.04,37.66,18.17,48.29,39.25,42.08,48.62,0,0,39.55,36.2,76.5,23.29,12.82,9.38,11.21,2.08,48.01,23.36,159.13,53.72,0,0,6.04,100.08,81.68,112.3,0,12.96,27.23,15.53,55.9,30.07,89.99,1.13,16.37,41.63,18.27,22.12,12.48,85.95,5.22,3.71,77.29,30.54
"Gm9797",1.35,0,0,9.8,5.61,0,0,0,0,34.82,0,0,0,0.71,34.94,31.49,18.96,19.88,0,26.11,5.07,0,5.5,0,42.74,2.38,0,6.89,58.88,0,0,0,0,0,5.35,0.67,0,0,0,35.41,42.42,0,0.51,0,7.28,26.03,45.56,0,16.7,0,5,0,0,0,9.26,0,0,49.47,0,36.66,0,0,0,0,16.11,38.4,0,22.73,23.29,0,0,0,1.31,0,29.21,0,0,32.96
"2810002D19Rik",0,3.48,0,0,0,0,0,0,0,0,0.81,0,0,1.49,10.94,0,0,0,31.6,0,0,190.08,0,0,31.58,0,0,24.92,0,0,0.97,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0.88,0,60.19,0,0,0,3.21,0,0,0,0,0,197.53,0,0,0,0,0,0,2.11,0,0,0,57.5,0,0,0,0,0,0,30.32,0,0,0.48
"Zfp956",0,0,36.48,0,0,0,0,0,0,0,0,43.56,0,0,0,0,0,0,0.42,0,6.8,62.66,0,0,0,0,0,39.26,0,0.77,0,0,3.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,270.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47,0,0,0,0,0,0,0,0,0,0,0,0,38.41,0,0
"Ttll13",0,0,0,0,0,0,0,0,0,0,0,0,0,19.96,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.4,0,0,0,0.38,0,0,0,0,0,16.43,0,0.94,0,0,0,0,0,0.78,0,0,0,0,19.18,11.13,0,0,0,0,0,1.4,6.18,0
"Trrap",0.5,18.68,2,38.91,0.07,45.35,0,90.03,0,0,1.1,1.42,153.66,88.76,0,2.34,52.76,0.57,1.57,3.25,153.52,10.46,0.74,0.65,27.28,98.56,0,12.24,0.69,33.82,36.47,46.7,140.92,95.03,16.68,0.15,0.61,118.02,100.07,1.23,0.16,52.48,0.82,14.23,26.99,119.74,0.32,0.63,25.72,43.08,26.89,5.5,183.24,3.59,0.64,47.06,0.07,8.74,5.57,33.47,5.05,2.17,21.45,11.64,13.38,152.07,67.07,0.54,34.66,23.79,52.37,0.3,46.82,353.2,0.34,42.57,6.75,1.48
"Sys1",1.88,78.02,0,0,0,0,57.2,0,0,0,1.06,0,0,0,0,0,11.04,0,0,0,8.57,0,0,0,0,0,0,34.69,0,0,3.17,0.33,18.62,3.85,0,0,0,0,1.73,21.74,0,0,0,0.54,2.29,12.36,32.05,0.23,12.69,0,74.68,25.72,0,0,8.71,0,0,0.43,0,0,0,0,12.79,17.86,0,0,4.29,42.45,27.19,51.77,0.83,0.48,6.01,0,0,1.82,14.61,0
"Zfp560",0,0,46.08,15.46,0,0,0,11.05,0,0,19.71,39.1,0,16.68,98.75,4.04,43.23,0,105.1,0,0,0,0,0,0,53.55,0,147.58,4.34,0,65.58,0,3.88,63.35,3.72,84.48,0,0,1.23,69.87,0,0.14,0,103.76,0,0,1.19,0.07,0.1,0,118.52,0,0,0,185.78,20.82,6.67,0,0,0,0,0,6.41,85.3,9.45,0,0,0,0,79.44,0.13,0,0.15,3.33,97.86,0,0,0
"St7l",0,0,49.47,0,0.33,0,0,1.28,0,0,11.79,0,0,19.98,15.65,0,75.69,24.22,0.97,0,0,4.26,0,0,0,11.43,0,34.53,0,0,107.38,0,31.86,0,0,0,75.91,0,0,0,0,0,0,21.08,94.04,0.19,0,37.81,0,0,6.2,0,0,0.71,34.97,25.27,0,61.63,136.12,0,0,0.15,54.36,0.29,0.84,0,125.58,0,20.76,16.89,0,0,0,0,31.45,2.03,0,0
"Glb1",0,0,1.17,0,2.98,0,11.8,0,0,7.8,0,0,0.4,2.8,37.96,142.99,86.37,0,48.52,2.3,8.8,4.33,58.97,0,0,44.23,0,38.27,0,0,0,0,0,47.22,0,0,0,18.33,0,17.86,0,0,0,112.88,2.22,137.53,8.35,0.3,0,0,20.9,7.46,0,0,0,0,0,0,0,0.23,36.93,230.19,0,5.33,0,159.76,71.75,0,39.05,16.19,0,43.68,0,19.25,0,143.81,1.34,2.82
"Zfp553",23.18,0,11.48,0.56,4.5,0,0,0,35.36,0.24,0,0,0,0.22,5.41,0,0,0,41.99,0.59,1.08,0,0.9,0,0.63,0.37,0,0,2.83,0,0.29,0.19,11.44,43.83,0.31,1.01,0.4,6.56,4.42,21.88,0.77,0.65,0.77,0.76,43.34,19.24,0.42,0.11,0.3,29.39,0,2.43,130.76,4.96,11.64,3.02,0,13.62,1.35,3.83,0.31,0,1,9.1,19.99,67.48,0,0.1,21.86,20.85,4.49,3.62,0.22,0,77.05,0,30.77,0.34
"Mtus1",73.6,31.15,30.51,0,0,0,0,2.52,0,10.22,38.73,0,0,43.68,19.03,100.31,0,0.55,61.21,7.24,7.74,0,0.24,0,0,50.61,0,0,0,0,0,0,75.73,0,0,0,38.78,0,0,7.56,0,0,0.91,0.61,0,5.91,0.6,12.23,22.36,0,0,0,26.75,0,6.69,47.63,0,22.28,0,0,0,0,1.61,9.05,0,0,163.77,0,0,1.67,24.25,0,52.4,0,0,0,91.17,12.43
"Pid1",0,0,0,0,0,0,0,0,0,0,0,53.47,43.74,0,0,16.35,0,0,19.2,0,0.87,0,0,0,0,3.39,10.05,22.7,0,0,0,0.29,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0.43,0,3.9,0,1.6,5.32,0.49,0,0,0,0.1,9.97,0,1.1,0,0,0.64,0.26,0,0,0,23.57,0,0,0,0.3,0,0,0,0.44,96.77,0
"Plekha7",15.44,0,0,5.01,4.4,0,56,0,53.74,0.53,0.3,0,0,4.56,0,0,0,0,0,0,2.57,0,36.8,4.87,0.47,0,0,0,0.23,53.1,0,0,7.27,28.75,0.15,27.16,0.57,10.46,7.27,0,0,0,2,54.45,62.61,0,0.24,0,0.07,0,5.89,0.6,0.1,0,5.23,1.73,0,0,0,26.49,0,3.82,9.48,6.23,7.41,0,0,1.87,0,0,0,44.4,3.17,0,25.53,2.87,45.24,0.3
"Cdc42ep2",0,157.62,0,0,60.19,6.37,0,38.46,0,0,11.61,711.35,0,202.98,0,0,146.34,73.64,0,406.58,199.68,0,134.1,0,13.87,114.28,1.14,0.88,0,0,2.07,0,74.73,0,65.09,0,0,0,0,0,0,0,0,58.32,0,6.72,0,0,107.71,0,3.42,0,0,18.3,42.17,0,0,0,0,0,0,0,0,43.3,94.83,0,0,0,0,0,179.74,0,0,0,82.27,292.64,0,0
"Mfsd5",0,0.52,0,34.87,0,0.76,0,52.18,0,15.84,0.97,0,0,54.73,54.79,1.8,44.68,0,55.91,2.72,36.92,0,0,1.6,0,0,0,46.31,0,0,0,0,1.62,9.36,10.51,30.21,0.3,0,50.91,6.77,1.71,0,1,4.89,13.06,20.71,66.58,0,3.67,2.74,1.91,10.29,97.01,0,2.56,85.02,0,2.35,0,0.65,0.89,0,1.02,26.37,2.01,9.39,0,4.54,53.18,0.9,4.19,0,0.42,35.05,2.84,2.49,8.76,3.41
"Smtnl2",0,1,0,9.35,0.28,0,0,0,0,0.52,0,0,1.19,0.8,0.87,3.74,0.82,0,0.09,0.99,0.54,1.15,0,0,0,0.52,0,0,2.04,7.93,0.72,3.42,1.95,10.96,1.45,3.32,0.4,0.63,0.32,1.59,1.19,1.42,0,4.09,2.27,18.79,0.32,0.75,14.33,3.33,1.08,17.26,0.04,0.62,18.61,0.65,1.14,2.55,0.38,2.88,1.01,1.14,2.46,0.91,2.51,1.37,1.76,0.84,0.76,1,0.75,0.35,0.1,0.82,2.4,0,2.07,2.88
"Spred2",9.3,0.38,0,0.24,19.14,1.1,0,2.21,25.19,8.03,1.22,0,10.01,14.59,0.67,1.94,0,13.81,10.61,0.59,2.05,3.85,54.27,49.03,0,0.54,2.22,29.77,7.43,10.15,0.21,1.87,1.63,38.38,7.12,0,25.55,18.14,10.26,20.67,0.78,0,0,1.25,25.21,5.9,95.71,4.56,0.72,33.2,13.3,0,0.14,1.46,77.61,0.24,2,73.73,0,1.07,0.22,0,12.16,2.78,4.94,1.44,7.77,12.23,1.78,12.69,1.4,17.68,16.93,17.16,2.97,7.97,14.85,1.57
"Pqlc3",0,170.09,0,58.66,0.26,0,0,135.22,0,58.39,0,0,0,0,40.63,0,24.77,11.09,289.82,0,22.09,0,27.43,0,23.63,330.28,0,44.89,0,631.52,1.56,0,3.32,0,4.87,0,0,0,0,0,0,0,0,24.59,0,2.53,0,137.56,0,3.53,151.41,65.14,46.32,15.63,29.08,0,0,1.05,0,36.02,349.66,8.78,0,4.49,22.27,0,0,1.47,107.31,39.83,56.97,155.33,174.29,0,2.12,0.31,14.3,0
"Thtpa",15.79,0,30.96,0,0,0,0,0,0,151.88,0,0,0,20.76,0,0,0,0,0,0,0,0,0,33.73,0,0,0,0.21,0,0,11.48,0,0.24,0,2.92,0,0,0,0,0,0,43.23,0.3,82.83,265.18,5.02,0,0,7.51,0,0,3.59,36.4,0,0,0,0,50.98,0,39.6,0,0,0,0,51.89,0,0,0.18,0,0.53,0.94,2.35,0,0,0,0,0,0
"Gm21411",0,31.84,0,0,63.53,0,53.83,0,57.82,1.28,0,1.52,0,0,0,0,1.14,0,0,0,0,0,0,0,1.45,0,1.72,0,0,0,0,49.42,0,0,0,122.41,0,26.73,1.16,0,5.28,103.48,0,13.03,0,0,12.88,0,49.29,11.01,33.63,44.67,76.95,0,0,0,32.63,78.71,123.81,0,0,20.58,22.21,0,0,0,1.38,3.04,57.47,11.73,9.2,46.79,42.23,1.92,0,0,1.01,8.93
"Prr15",7.83,37.33,33.4,22.75,55.34,5.97,0,15.95,0,90.23,287.13,9.64,0,5.25,0.82,13.38,2.11,73.16,36.57,49.06,0,7.13,0,29.15,82.53,38.41,50.34,15.88,363.01,54.86,3.02,73.27,74.18,0,16.99,41.82,29.81,0,65.93,50.95,92.47,0,0,24.19,525.9,4.27,7.39,0,1.84,4.35,13.26,2.4,981.32,86.76,2,135.42,226.21,3.57,110.1,45.74,46.36,0,0,4.34,0,3.55,0,1.07,73.8,90.73,60.44,408.69,1.1,26.62,0,19.4,144.62,82.53
"Tssc4",0,348.93,7.41,0,0,0,0,2.21,0,85.78,0,22.22,0,11.25,1.24,0,7.48,0,0,0,5.18,0,0,0,0,0,0,35.38,0,70.85,95.75,15.09,18.68,0,0.31,0,0,0,0.85,11.44,4.06,0,0,0,76.35,18.11,1.64,0,0,0,0.92,47.84,0,0,0,139.31,0,79.41,0,16.24,0,0,1.1,0.9,210.62,0,0,2.36,96.52,53.42,6.65,0,0,0,0,135.77,17.47,46.06
